web-scraper-order,web-scraper-start-url,chord_root,chord_root-href,chord_name,chord_name-href,variations
"1692050546-613","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus2


View Fsus2

chord chart","https://www.guitartricks.com/chords/F-chord/sus2","<h3 class=""font-dinish text-24"">Fsus2 Variation 1</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-4 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050546-614","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus2


View Fsus2

chord chart","https://www.guitartricks.com/chords/F-chord/sus2","<h3 class=""font-dinish text-24"">Fsus2 Variation 2</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-3 chord-string-4 chord-click"">4</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050546-615","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus2


View Fsus2

chord chart","https://www.guitartricks.com/chords/F-chord/sus2","<h3 class=""font-dinish text-24"">Fsus2 Variation 3</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-1 chord-click"">4</div><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div></div></div>"
"1692050546-616","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus2


View Fsus2

chord chart","https://www.guitartricks.com/chords/F-chord/sus2","<h3 class=""font-dinish text-24"">Fsus2 Variation 4</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">4</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div></div></div>"
"1692050546-617","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus2


View Fsus2

chord chart","https://www.guitartricks.com/chords/F-chord/sus2","<h3 class=""font-dinish text-24"">Fsus2 Variation 5</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-2 chord-click"">2</div><div class=""chord-fret-5 chord-string-3 chord-click"">3</div><div class=""chord-fret-5 chord-string-4 chord-click"">4</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050549-618","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fdim


View Fdim

chord chart","https://www.guitartricks.com/chords/F-chord/dim","<h3 class=""font-dinish text-24"">Fdim Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">0</div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div></div></div>"
"1692050549-619","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fdim


View Fdim

chord chart","https://www.guitartricks.com/chords/F-chord/dim","<h3 class=""font-dinish text-24"">Fdim Variation 2</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div></div></div>"
"1692050549-620","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fdim


View Fdim

chord chart","https://www.guitartricks.com/chords/F-chord/dim","<h3 class=""font-dinish text-24"">Fdim Variation 3</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692050549-621","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fdim


View Fdim

chord chart","https://www.guitartricks.com/chords/F-chord/dim","<h3 class=""font-dinish text-24"">Fdim Variation 4</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-3 chord-string-4 chord-click"">4</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div></div></div>"
"1692050552-622","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Faug


View Faug

chord chart","https://www.guitartricks.com/chords/F-chord/aug","<h3 class=""font-dinish text-24"">Faug Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">3</div><div class=""chord-fret-3 chord-string-3 chord-click"">2</div><div class=""chord-fret-2 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">1</div></div></div>"
"1692050552-623","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Faug


View Faug

chord chart","https://www.guitartricks.com/chords/F-chord/aug","<h3 class=""font-dinish text-24"">Faug Variation 2</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">3</div><div class=""chord-fret-3 chord-string-3 chord-click"">2</div><div class=""chord-fret-2 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">1</div></div></div>"
"1692050552-624","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Faug


View Faug

chord chart","https://www.guitartricks.com/chords/F-chord/aug","<h3 class=""font-dinish text-24"">Faug Variation 3</h3><div class=""frets""><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">3</div><div class=""chord-fret-3 chord-string-3 chord-click"">2</div><div class=""chord-fret-2 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">1</div></div></div>"
"1692050552-625","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Faug


View Faug

chord chart","https://www.guitartricks.com/chords/F-chord/aug","<h3 class=""font-dinish text-24"">Faug Variation 4</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">3</div><div class=""chord-fret-3 chord-string-3 chord-click"">2</div><div class=""chord-fret-2 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">1</div></div></div>"
"1692050552-626","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Faug


View Faug

chord chart","https://www.guitartricks.com/chords/F-chord/aug","<h3 class=""font-dinish text-24"">Faug Variation 5</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-1 chord-click"">4</div><div class=""chord-fret-3 chord-string-2 chord-click"">3</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050555-627","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmin


View Fmin

chord chart","https://www.guitartricks.com/chords/F-chord/min","<h3 class=""font-dinish text-24"">Fmin Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-2 chord-click"">3</div><div class=""chord-fret-3 chord-string-3 chord-click"">4</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
